k,jaccard
2,0.4239350912778905
2,0.43738977072310403
2,0.4117647058823529
2,0.5900783289817232
2,0.4645030425963489
2,0.4074074074074074
2,0.6126582278481013
2,0.6735294117647059
2,0.4442307692307692
2,0.55
2,0.5537190082644629
2,0.52
2,0.49869451697127937
2,0.45278450363196127
2,0.569620253164557
2,0.5989847715736041
2,0.44752475247524753
2,0.49700598802395207
2,0.473568281938326
2,0.46246973365617433
2,0.5141242937853108
2,0.5472636815920398
2,0.5537190082644629
2,0.488
2,0.41252006420545745
2,0.3878048780487805
2,0.5148809523809523
2,0.45935727788279773
2,0.5269320843091335
2,0.42333333333333334
2,0.577023498694517
2,0.5081585081585082
2,0.5042372881355932
2,0.39473684210526316
2,0.4260869565217391
2,0.4198198198198198
2,0.5642857142857143
2,0.6422764227642277
2,0.44505494505494503
2,0.4639830508474576
2,0.6505102040816326
2,0.5841836734693877
2,0.39419795221843
2,0.45109780439121755
2,0.5473441108545035
2,0.3829787234042553
2,0.4307692307692308
2,0.4509394572025052
2,0.4635108481262327
2,0.530952380952381
2,0.4358490566037736
2,0.4808080808080808
2,0.4932249322493225
2,0.6913265306122449
2,0.7309941520467836
2,0.44871794871794873
2,0.41836734693877553
2,0.46153846153846156
2,0.48775055679287305
2,0.4538834951456311
2,0.5476190476190477
2,0.4358490566037736
2,0.5443037974683544
2,0.4288354898336414
2,0.5448275862068965
2,0.42045454545454547
2,0.38557993730407525
2,0.489749430523918
2,0.38403614457831325
2,0.42318059299191374
2,0.639686684073107
2,0.6178861788617886
2,0.4264705882352941
2,0.494279176201373
2,0.67003367003367
2,0.5080459770114942
2,0.7309941520467836
2,0.5287356321839081
2,0.6709183673469388
2,0.5172413793103449
2,0.5021186440677966
2,0.4222689075630252
2,0.51931330472103
2,0.4344978165938865
2,0.4543726235741445
2,0.486784140969163
2,0.559322033898305
2,0.441025641025641
2,0.48072562358276644
2,0.5278450363196125
2,0.42613636363636365
2,0.495260663507109
2,0.5706666666666667
2,0.4028892455858748
2,0.45090180360721444
2,0.5390835579514824
2,0.4396728016359918
2,0.7029411764705882
2,0.4456066945606695
2,0.39285714285714285
2,0.7259887005649718
2,0.5472636815920398
2,0.6911764705882353
2,0.6070460704607046
2,0.6745762711864407
2,0.7873015873015873
2,0.4626262626262626
2,0.4788135593220339
2,0.5519630484988453
2,0.4418604651162791
2,0.4550561797752809
2,0.42592592592592593
2,0.47046843177189407
2,0.42190669371196754
2,0.46078431372549017
2,0.3508522727272727
2,0.4482758620689655
2,0.41156462585034015
2,0.49290060851926976
2,0.44814814814814813
2,0.40699815837937386
2,0.6977401129943502
2,0.4881516587677725
2,0.42091836734693877
2,0.45225225225225224
2,0.4874141876430206
2,0.4405458089668616
2,0.5011441647597255
2,0.49892008639308855
2,0.44814814814814813
2,0.6004901960784313
2,0.4294478527607362
2,0.5420875420875421
2,0.5717884130982368
2,0.39080459770114945
2,0.31313131313131315
2,0.4961038961038961
2,0.8768115942028986
2,0.5334872979214781
2,0.5879265091863517
2,0.5634146341463414
2,0.48104265402843605
2,0.4126984126984127
2,0.48068669527896996
2,0.711764705882353
2,0.5102564102564102
2,0.46096654275092935
2,0.4
2,0.4626262626262626
2,0.4934782608695652
2,0.7555555555555555
2,0.9220338983050848
2,0.5218855218855218
2,0.45544554455445546
2,0.5264483627204031
2,0.44339622641509435
2,0.4012841091492777
2,0.5706371191135734
2,0.5423728813559322
2,0.4760820045558087
2,0.7097791798107256
2,0.6913265306122449
2,0.40998217468805703
2,0.5338983050847458
2,0.4433249370277078
2,0.48523206751054854
2,0.42166344294003866
2,0.40250447227191416
2,0.4989816700610998
2,0.5102040816326531
2,0.5253807106598984
2,0.5195822454308094
2,0.44871794871794873
2,0.608
2,0.5701754385964912
2,0.43991416309012876
2,0.410958904109589
2,0.4259634888438134
2,0.5278450363196125
2,0.40977443609022557
2,0.4271653543307087
2,0.4960835509138381
2,0.49606299212598426
2,0.4358974358974359
2,0.5989847715736041
2,0.510934393638171
2,0.47692307692307695
2,0.534521158129176
2,0.4633663366336634
2,0.6253443526170799
2,0.4518664047151277
2,0.43707093821510296
2,0.477751756440281
2,0.46005509641873277
2,0.5746835443037974
2,0.5288683602771362
2,0.5222772277227723
2,0.4555084745762712
2,0.42857142857142855
2,0.512
2,0.45080091533180777
2,0.5876010781671159
2,0.6111111111111112
2,0.44782608695652176
2,0.3932980599647266
2,0.6544943820224719
2,0.49691991786447637
2,0.44294003868471954
2,0.43478260869565216
2,0.5028248587570622
2,0.48860759493670886
2,0.5446224256292906
2,0.6235294117647059
2,0.40816326530612246
2,0.42996108949416345
2,0.5142857142857142
2,0.4158215010141988
2,0.5799457994579946
2,0.7953216374269005
2,0.4939467312348668
2,0.4820627802690583
2,0.4291044776119403
2,0.43423423423423424
2,0.43149284253578735
2,0.5364806866952789
2,0.6831395348837209
2,0.5922619047619048
2,0.5750577367205543
2,0.6576271186440678
2,0.4191729323308271
2,0.5811138014527845
2,0.46322067594433397
2,0.5520581113801453
2,0.43286573146292584
2,0.48917748917748916
2,0.49888641425389757
2,0.5654761904761905
2,0.3584905660377358
2,0.583756345177665
2,0.5334872979214781
2,0.5292740046838408
2,0.5510204081632653
2,0.5736040609137056
2,0.7
2,0.6984126984126984
2,0.4385593220338983
2,0.44930417495029823
2,0.38509316770186336
2,0.5108958837772397
2,0.4700854700854701
2,0.4876237623762376
2,0.4826923076923077
2,0.7344173441734417
2,0.6011080332409973
2,0.5112107623318386
2,0.45657015590200445
2,0.3993453355155483
2,0.5647058823529412
2,0.4773218142548596
2,0.4803921568627451
2,0.49563318777292575
2,0.4988558352402746
2,0.4223300970873786
2,0.4495798319327731
2,0.43155893536121676
2,0.5025380710659898
2,0.43333333333333335
2,0.5510204081632653
2,0.486815415821501
2,0.48156182212581344
2,0.413265306122449
2,0.4553191489361702
2,0.5308056872037915
2,0.4809322033898305
2,0.43253234750462105
2,0.4326750448833034
2,0.4080717488789238
2,0.5253807106598984
2,0.43478260869565216
2,0.6048780487804878
2,0.5989847715736041
2,0.5669291338582677
2,0.4238875878220141
2,0.40955631399317405
2,0.5080831408775982
2,0.542528735632184
2,0.5105386416861827
2,0.4752475247524752
2,0.5308056872037915
2,0.5634146341463414
2,0.5396825396825397
2,0.5879265091863517
2,0.5265822784810127
2,0.44353182751540043
2,0.4423076923076923
2,0.5523255813953488
2,0.527363184079602
2,0.4007029876977153
2,0.4362244897959184
2,0.4919908466819222
2,0.6345029239766082
2,0.4199029126213592
2,0.4735632183908046
2,0.49691991786447637
2,0.3944353518821604
2,0.6020408163265306
2,0.40835266821345706
2,0.42105263157894735
2,0.632
2,0.6446280991735537
2,0.43622920517560076
2,0.4965197215777262
2,0.4847870182555781
2,0.67003367003367
2,0.4610655737704918
2,0.5939086294416244
2,0.5057471264367817
2,0.44866920152091255
2,0.44502617801047123
2,0.5336048879837068
2,0.4555084745762712
2,0.6070588235294118
2,0.40429338103756707
2,0.4567219152854512
2,0.5119047619047619
2,0.5794871794871795
2,0.49868766404199477
2,0.5221445221445221
2,0.668769716088328
2,0.45588235294117646
2,0.5636363636363636
2,0.5840220385674931
2,0.4979508196721312
2,0.5260663507109005
2,0.4198198198198198
2,0.46246973365617433
2,0.6104651162790697
2,0.47277227722772275
2,0.5043478260869565
2,0.576271186440678
2,0.6835016835016835
2,0.590027700831025
2,0.46770601336302897
2,0.5706371191135734
2,0.3905511811023622
2,0.39057239057239057
2,0.4880952380952381
2,0.4441747572815534
2,0.5149425287356322
2,0.49443207126948774
2,0.42379182156133827
2,0.43610547667342797
2,0.4024822695035461
2,0.4742489270386266
2,0.5265822784810127
2,0.42011834319526625
2,0.49066666666666664
2,0.442495126705653
2,0.6169590643274854
2,0.5433070866141733
2,0.5195071868583162
2,0.4894067796610169
2,0.47085201793721976
2,0.5907990314769975
2,0.734006734006734
2,0.5657015590200446
2,0.4634615384615385
2,0.3926605504587156
2,0.46403712296983757
2,0.4675324675324675
2,0.512
2,0.526813880126183
2,0.42718446601941745
2,0.45090180360721444
2,0.49882903981264637
2,0.3829787234042553
2,0.6094276094276094
2,0.44016227180527384
2,0.5194508009153318
2,0.4300202839756592
2,0.5977011494252874
2,0.7904761904761904
2,0.45041322314049587
2,0.694006309148265
2,0.5626666666666666
2,0.5023809523809524
2,0.6466876971608833
2,0.5093333333333333
2,0.5494186046511628
2,0.486652977412731
2,0.5690866510538641
2,0.3858858858858859
2,0.45817490494296575
2,0.6376811594202898
2,0.5206073752711496
2,0.45454545454545453
2,0.5446428571428571
2,0.413265306122449
2,0.7898305084745763
2,0.5858823529411765
2,0.5146341463414634
2,0.5
2,0.5929919137466307
2,0.46206896551724136
2,0.4829059829059829
2,0.5257510729613734
2,0.5292397660818714
2,0.5946745562130178
2,0.4214417744916821
2,0.7355072463768116
2,0.41333333333333333
2,0.47380410022779046
2,0.4021164021164021
2,0.4772277227722772
2,0.5786802030456852
2,0.5099009900990099
2,0.4328767123287671
2,0.4507874015748031
2,0.5329949238578681
2,0.546031746031746
2,0.5023696682464455
2,0.4038800705467372
2,0.4064625850340136
2,0.4963855421686747
2,0.4177215189873418
2,0.4688715953307393
2,0.3727422003284072
2,0.4438202247191011
2,0.48695652173913045
2,0.46004319654427644
2,0.5234159779614325
2,0.39594843462246776
2,0.5074257425742574
2,0.47785547785547783
2,0.501039501039501
2,0.5048780487804878
2,0.40816326530612246
2,0.7325581395348837
2,0.5587301587301587
2,0.6734006734006734
2,0.6449864498644986
2,0.5847953216374269
2,0.5058479532163743
2,0.6011904761904762
2,0.430939226519337
2,0.45691382765531063
2,0.44871794871794873
2,0.49782608695652175
2,0.46547884187082406
2,0.6052631578947368
2,0.44357976653696496
2,0.42578125
2,0.46205357142857145
2,0.4825174825174825
2,0.8297101449275363
2,0.49665924276169265
2,0.4250936329588015
2,0.3761755485893417
2,0.4956140350877193
2,0.4158607350096712
2,0.40998217468805703
